efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA01284803,0,partial_redaction,arrest/booking record (Palm Beach),medium,"Palm Beach County Sheriff's Office arrest/notice to appear form. Original shows handwritten booking details, address fields, and charge descriptions. Current version adds small black box redactions over specific address or identifying fields. Most booking information including charge descriptions remains visible.",agent_batch_002,1772672472
EFTA01285134,3,minor_change,bank_statement,low,"Deutsche Bank confidential statement page showing service charges, other debits (outgoing wires, prearranged debits), and interest calculations. Both versions appear virtually identical with same financial data visible. Minor rendering differences only.",agent_batch_001,1772672472
EFTA01287382,2,minor_change,Deutsche Bank statement,low,"Deutsche Bank Trust Company Americas statement page showing $300,000 deposit and multiple outgoing money transfers (Feb dates). Both versions appear virtually identical - same transaction amounts, same dates, same CONFIDENTIAL marking. No meaningful redaction changes detected.",agent_batch_002,1772672472
EFTA01287680,2,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=5.6%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01288348,6,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=9.5%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01292038,41,partial_redaction,vehicle_records,medium,"Ohio vehicle registration records (page 14 of 21). Shows multiple vehicles registered in OH - 2003 Ford, 1999 Dodge Durango 4X4, 1992 Lincoln Town Car. Both versions have black bars over plates, owner names, VINs. Versions appear nearly identical - minor OCR reprocessing.",agent_batch_003,1772672472
EFTA01292472,57,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=15.4%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01293890,58,partial_redaction,financial_document,medium,"Check from NES LLC (6103 Red Hook Quarter, St Thomas) on Deutsche Bank Trust Company Americas, #1179, 12/30/2014, $15,000 to Brandon Thompson (104 Central Ave, Tarrytown NY). MEMO line blacked out, MICR partially blacked out. Payee/amount/address visible","financial,check,nes_llc,deutsche_bank,brandon_thompson,memo_redacted,partial_redaction",2026-03-04 18:41:06
EFTA01294937,7,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=10.4%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01295770,33,minor_change,legal_filing,low,Court filing - Case 1:15-cv-07433-RWS. Privilege log objection re Giuffre v. Maxwell. Discussion of attorney-client privilege and retention/fee agreements. Original shows Virginia Giuffre name and some details. Current version has minor redactions - Giuffre's name replaced with redaction bar in one instance. Legal text about privilege largely unchanged.,agent_batch_006,1772672472
EFTA01297066,4,minor_change,Wikipedia_printout,low,"Same Wikipedia printout page (Jeffrey Epstein page 4 of 6) with different EFTA/Bates numbers (EFTA01297070, SDNY_GM_00059945). Virtually identical between orig and curr. No substantive changes.",agent_batch_000,1772672472
EFTA01297125,4,minor_change,Wikipedia_printout,low,"Wikipedia page for Jeffrey Epstein (page 4 of 6) with CONFIDENTIAL stamp, DB-SDNY-0022828. Lawsuits section. Original and current appear virtually identical. No substantive changes.",agent_batch_000,1772672472
EFTA01297296,19,partial_redaction,email_thread,medium,Email thread page. Original shows full text content. Current version has additional black redaction boxes over several portions of text in the email body. Moderate redaction of email content within the thread.,agent_batch_001,1772672472
EFTA01297422,4,minor_change,Google search printout (Richard Kahn),low,"Printout of Google search results page for 'Richard Kahn' with handwritten annotations. Both versions appear virtually identical - same search results, same annotations. Minor rendering differences only.",agent_batch_002,1772672472
EFTA01298810,23,name_redaction,fbi_302,low,Minimal visible differences between original and current versions. FBI 302 interview about Epstein contact books shows same redaction patterns with very slight rendering differences in the existing black bars.,,1772695986
EFTA01298874,0,minor_change,google_search_results,low,"Google search results page for '2007 Jeffrey E. Epstein Insurance Trust #3 AND allegation OR arson OR bribe OR...' Shows results about Bear Stearns, North Korea, Iran Sanctions Act. Both versions appear identical. CONFIDENTIAL stamp at bottom.",agent_batch_003,1772672472
EFTA01298882,0,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=12.3%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01299522,1,minor_change,legal_filing,low,Appears to be a legal document or financial record. Both versions look nearly identical with very minor rendering differences. Minor OCR reprocessing.,agent_batch_003,1772672472
EFTA01300113,0,partial_redaction,email_forwarded,low,"Email from Jeffrey Epstein forwarding UAE Prime Minister's first media e-session (Sultan Ahmed Bin Sulayem forwarded, Apr 2009). Original shows From field name. Current version has black bar over From field sender. Content about UAE Prime Minister media session unchanged. JPMorgan Chase confidential treatment noted.",agent_batch_003,1772672472
EFTA01301317,19,partial_redaction,phone message slips,medium,"Four 'IMPORTANT MESSAGE' phone slips with handwritten notes. Original shows phone number 917-733-4486, name 'Natasha Amato' with phone 917-901-6670, and other caller details. Current version redacts phone numbers and caller names on some slips with black boxes. Message content ('CANCELLED EXPLAIN', 'phone-call photos for Bastos') preserved.",agent_batch_002,1772672472
EFTA01301398,11,partial_redaction,message_pad,high,"Important Message phone slips (Jan 2005). Four handwritten message slips for 'Jeffrey' from various callers including references to Alex (561-319-7824) and phone numbers. Orig shows all names, phone numbers, and handwritten messages clearly including sticky note with 'Alex / 561 319 7824 / 1/25/05 / JE, PBE, WP'. Curr has black bars over several phone numbers, caller names ('Felicia', lower-left slip name), and the Alex sticky note name is blacked out. Phone number 561-319-7824 redacted. Message content about 'letter from Charlie - missed about 5 million income in taxes' and 'called again about nothing today' remains partially visible.",agent_batch_004,1772672472
EFTA01303369,0,partial_redaction,photo,high,"Physical photograph of handwritten letter in spiral notebook addressed to 'Dear Jeffrey' dated Stockholm 1/9-2007. Original shows a small photo of the letter writer visible at top. Current version places a BLACK SQUARE over the photo, obscuring the person's face/identity. Letter text about safari trip and appreciation still visible.",agent_batch_006,1772672472
EFTA01304712,44,partial_redaction,phone_message_slips,medium,"Four Important Message phone message slips on one page — handwritten callback messages with names, dates, phone numbers, messages. Some redactions present in both versions. CURRENT: expanded redactions — additional names and phone numbers blacked in upper-right and lower-left slips. Upper-left slip has handwritten message partially visible. One slip appears entirely blacked in current. Phone numbers and caller names progressively stripped.","phone_messages,handwritten,names_removed,phones_removed,expanded_redaction,confidential",1772668713
EFTA01308421,0,partial_redaction,car_rental,low,Pink car rental agreement form. Both versions appear nearly identical with same redaction patterns. Very low-resolution scan. 'CONFIDENTIAL' stamp and SDNY markings visible. Minor rendering differences only.,agent_batch_004,1772672472
EFTA01308578,22,partial_redaction,phone_message_slips,medium,Four 'IMPORTANT MESSAGE' phone message slips on single page. Marked 'CONFIDENTIAL.' Handwritten notes with dates (01/25/05). Original shows some caller names and messages legible. Current version adds black redaction bars over caller name fields on two of the four message slips. Message content partially still visible.,agent_batch_007,1772672472
EFTA01308669,28,partial_redaction,scheduling_log,medium,"Scheduling/call log spreadsheet with dates, times, events, From/To columns. Original and current versions both show heavy existing black redactions over phone numbers and names in From/To columns. Minor differences in rendering; the existing redactions are present in both versions.",agent_batch_001,1772672472
EFTA01308711,8,partial_redaction,Palm Beach PD property receipt,medium,"Palm Beach Police Department property receipt from case 05-257 dated 2005. Shows property seizure from County Road PB FL address. Original shows officer names and signatures. Current version redacts some officer names and signatures with black boxes. Case number, address, and property description ('Dated Palm list of') preserved.",agent_batch_002,1772672472
EFTA01309619,10,partial_redaction,phone_bill,high,"AT&T Wireless phone bill — Account: JEFFREY E EPSTEIN, Invoice July 03 2004, Account #0043811863, Page 11/12. Detailed call log for (917)855-3363: dates, times, numbers called, locations (New York NY, Canaan CT, UK), charges. Two-column layout with extensive call history. CURRENT: Account number blacked out, phone numbers in Calls To column heavily redacted throughout. Call detail structure (dates, times, locations, charges) preserved. Blanket phone stripping on Epstein own cell phone records.","phone_bill,att_wireless,epstein_phone,917_855_3363,phone_numbers_stripped,call_detail,SIGNIFICANT",1772668649
EFTA01314525,0,minor_change,shipping_invoice,low,"FedEx invoice 5-417-58276, Mar 14 2005, Account 1144-2081-6. JEFFREY E EPSTEIN, 457 Madison Ave 11th Floor NYC 10022. Shipping: 427 E Palm ST APT 1 NYC. Express charges $274.15, discount $21.08, handling $45.28, total $302.66. Remittance Pittsburgh PA. CONFIDENTIAL. CURRENT: Nearly identical. Very minor rendering difference. Epstein name and address preserved.","fedex,invoice,shipping,confidential,ocr_reprocess",1772669694
EFTA01314867,0,partial_redaction,financial_record,low,FedEx invoice summary page from Mar 2001: current version removes the phone/fax/internet details under FedEx Account Services box; invoice totals unchanged.,,1772713228
EFTA01314988,0,partial_redaction,financial_record,low,FedEx invoice cover page: current version removes phone/fax/internet contact details from the Invoice Questions box; totals and address unchanged.,,1772713228
EFTA01315306,3,partial_redaction,email,medium,Email thread showing Lesley Groff correspondence. Both versions show similar content with minor differences in how redaction boxes appear over some names and email addresses in the forwarded message chain.,,1772695399
EFTA01315502,0,partial_redaction,financial_record,medium,FedEx invoice for Jeffrey Epstein (457 Madison Ave). Current version adds black redaction over the invoice number in header and in remittance table.,,1772696995
EFTA01316123,0,no_visible_change,financial_record,none,Cingular/AT&T Wireless phone bill for Martin Golick. Both versions appear identical with no visible redaction changes.,,1772695986
EFTA01316243,94,minor_change,phone_records,low,"Cingular phone records — Call Detail (Continued) table with dates, times, phone numbers, call types. Account number already redacted in both versions. Call detail numbers preserved in both. CONFIDENTIAL stamp. Minor OCR reprocessing only.","phone_records,cingular,confidential",1772668477
EFTA01316893,4,name_redaction,financial_record,high,Original FedEx shipping invoice showed Jeffrey E. Epstein sender name and address (457 Madison Avenue) clearly visible; current version has black redaction bar covering the sender name in the shipment details while addresses remain visible.,,1772696995
EFTA01318032,9,minor_change,shipping_document,low,"FedEx Ground Reference Chart — Invoice 546-13741, Account 1146-2081-6. Complete service codes list (FedEx Ground, Home Delivery, Zone Definitions, Other Charge Codes). CONFIDENTIAL stamp. Both versions visually identical. OCR reprocessing only.","fedex,shipping,reference_chart,confidential,ocr_reprocess",1772669644
EFTA01319762,0,partial_redaction,financial_record,low,FedEx invoice front page: current version removes the phone/fax/internet contact info block under Invoice Questions that was visible in original; minor formatting redaction.,,1772713228
EFTA01329795,22,minor_change,aircraft_registration,low,"FAA Aircraft Registration Application — N727KB, Raytheon Aircraft Company model 400A, RK-260. Registered to Pumpjack Aviation LLC. Signed Martin J Mosel, Title: Manager, Date 10/14. Kansas address. Nearly identical between versions — very minor OCR rendering differences. Misclassified as BOP document.","aircraft_registration,FAA,pumpjack_aviation,N727KB,false_positive_BOP",1772668713
EFTA01341158,4,partial_redaction,Wikipedia_printout,medium,"Printed Wikipedia page for Jeffrey Epstein (page 4 of 6, dated 6/23/2017) with CONFIDENTIAL stamp and DB-SDNY-0022828 Bates number. Original and current are nearly identical - both show same content. Current version appears to have very minor shifts in formatting but no substantive redaction changes. Minor reprocessing.",agent_batch_000,1772672472
EFTA01356710,0,partial_redaction,financial_record,low,Deutsche Bank KYC print page 40 of 43: current version applies minor additional redactions on a few client names; Salesforce URL removed from bottom; mostly formatting differences.,,1772695986
EFTA01357341,0,name_redaction,email,medium,Current version redacts personal names and email addresses in the email with black bars. Original showed visible identities in the email chain.,,1772695986
EFTA01357736,0,name_redaction,email,medium,Email with pre-existing black-bar redactions; both versions appear substantively identical with only minor PDF rendering differences.,,1772713228
EFTA01361102,0,partial_redaction,financial_record,medium,Current version redacts sender name 'Renata Bischopp' from the Deutsche Bank authorization form and some account details; original showed these fields visible.,,1772695986
EFTA01361892,0,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=6.0%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01361978,0,partial_redaction,financial_record,medium,"Deutsche Bank Authorization for Asset Movement form; current version shows additional redactions covering account number, beneficiary name (Susan M. Hamblin), and SSN fields that were visible in original. Darren K Indyke signature still visible.",,1772713228
EFTA01363123,0,partial_redaction,FinCEN_compliance_report,high,"FIS Prime Compliance Suite activity report. Wire transfer from JEFFREY EPSTEIN via LEGAL MONETIZATION to SBERBANK OF RUSSIA. Beneficiary: Nikolay Aleksandrovich Syrnov. $1,700.00 transfer dated 3/23/2016. Marked CONFIDENTIAL - PURSUANT TO FED. R. CRIM. P. 6(e). Original shows full details. Current version redacts some transaction reference numbers but retains names, bank, amount and routing details. Key financial compliance data about Epstein-to-Russia wire transfer preserved.",agent_batch_007,1772672472
EFTA01367628,0,name_redaction,financial_record,medium,Original Deutsche Bank wire transfer document showed visible names in CC field and header; current version has some names redacted with black bars in the email header fields.,,1772696995
EFTA01367729,0,name_redaction,email,medium,Current version redacts the From and To field names/emails more completely. Email thread about confirming massage appointment on Thursday at 4:30 or 5pm has header redactions expanded.,,1772695986
EFTA01367832,0,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=15.4%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01379207,0,formatting_only,court_filing,low,CourtLink docket page for Doe v Epstein et al case. Both versions show similar content with minor rendering differences.,,1772695399
EFTA01388755,0,name_redaction,email,medium,Additional black bar redactions added over personal identifiers and email addresses in the email header and forwarded messages.,,1772696995
EFTA01392872,0,partial_redaction,email,medium,Email document. Original shows more visible text. Current version has additional black redaction applied. Moderate partial redaction.,agent_batch_001,1772672472
EFTA01402237,9,name_redaction,other,low,"Current version shows same Daily Mail article text about victim names with slightly different redaction bar positions. The victim names previously visible (Sjoberg, Roberts) are now covered with black bars in the current version.",,1772695986
EFTA01404184,1,formatting_only,email,low,Original shows attachment reference with bracket format; current version shows same email from Darren K. Indyke PLLC with minor formatting differences in the deleted attachment notation line. Content appears substantively identical.,,1772696995
EFTA01406040,5,formatting_only,email,low,Both versions appear visually identical; minor pixel-level rendering differences likely from PDF re-encoding. No substantive content changes visible.,,1772695986
EFTA01423229,0,name_redaction,email,medium,Current version applies additional black bar redactions over email addresses in the wire transfer email chain; original showed more of the email header addresses visible including some DB staff emails.,,1772695986
EFTA01426543,0,partial_redaction,Deutsche_Bank_internal,high,"Deutsche Bank internal — Outstanding Official Checks Report 01/2019. From USPWM GTO-Reporting. Lists ~60+ DB employees with full @db.com email addresses (Scott Prokop, Cynthia Rodriguez, Josie Alonso, Brigid Macias, Theresa Romano, Michele Quattrocchi, etc.). ALL email addresses blacked out, names preserved","deutsche_bank,internal,employee_emails_removed,financial,partial_redaction",2026-03-04 18:46:24
EFTA01486708,0,name_redaction,email,medium,Email with pre-existing header redactions; both versions appear substantively identical with minor PDF rendering differences.,,1772713228
EFTA01525797,0,name_redaction,email,medium,Email about scheduling and travel: current version redacts names and email addresses from the header fields that were visible in the original version.,,1772713228
EFTA01525940,0,name_redaction,financial_record,medium,Black redaction bars applied over account numbers and identifying information on Chase bank statement. Original showed the account holder name clearly.,,1772696995
EFTA01582751,0,partial_redaction,bank_check,high,"C.O.U.Q. Foundation check #2471 from JPMorgan Private Bank/Chase for $291.34 (Apr 2009). Payee: Cristalie Washe. Orig shows payee name 'Cristalie Washe' clearly on Pay to Order line and signature line. Curr has payee name completely blacked out on both lines. Check amount ($291.34), foundation name, and bank details remain. Signature area also more heavily redacted.",agent_batch_004,1772672472
EFTA01582805,0,name_redaction,financial_record,medium,Original JPMorgan Chase KYC form showed visible names in Comment History and Approval History sections; current version has some name fields covered by black redaction bars.,,1772696995
EFTA01589297,9,partial_redaction,fax,low,"Fax page with OCR-garbled financial disclaimer text from Morgan Stanley. Current version adds a small black redaction box over one line (CSG_AO_DE_NYC2@jPrviiCHASt.C,Mtirt* address line) that was visible in original.",,1772695399
EFTA01594201,2,partial_redaction,email,medium,Email chain between Epstein associates. Original shows some names and email addresses visible. Current version has additional black bar redactions over some names and addresses. Discussion content about various topics remains readable.,agent_batch_006,1772672472
EFTA01595404,0,name_redaction,financial_record,medium,TD Bank statement (Confidential): current version adds redaction bars over account holder name in header area and some transaction description details.,,1772695986
EFTA01595414,0,name_redaction,email,medium,Additional redaction bars placed over personal identifiers in email chain; names and contact details newly obscured in current version.,,1772696995
EFTA01595419,0,name_redaction,financial_record,medium,TD Bank statement (Confidential): current version adds redaction bars over account holder name and some account details in header area; transaction entries unchanged.,,1772695986
EFTA01595473,0,partial_redaction,bank_statement,high,"TD Bank Business Convenience Plus statement. Original shows full account details, check numbers, electronic payments with payee names visible (TEALTO FINANCE, GOOGLE PAYMENT). Current version redacts some payee details, phone numbers, and account-identifying info with black bars. Transaction amounts and dates still visible. CONFIDENTIAL watermark present in both.",agent_batch_006,1772672472
EFTA01595533,0,name_redaction,financial_record,medium,Black redaction bar added over the account holder name on TD Bank statement. Original showed the account holder name and address in the upper left corner.,,1772696995
EFTA01595559,0,content_removal,bank_statement,critical,"TD Bank Statement of Account for AVILOOP LLC, page 6 of 6, April 2019 period, with FOIA Confidential Treatment Requested and TD-DOJ-00000278 marking. Original shows four cancelled check images (#1015 $300, #1028 unknown, #1060 $2,948, #1074 $3,291) with payee names visible. Current version blacks out ALL four check images entirely with massive black rectangle, removing all payee, amount, and endorsement information. Only header metadata remains.",agent_batch_000,1772672472
EFTA01595560,0,partial_redaction,financial_record,medium,Current version redacts account numbers and some transaction descriptions on the TD Bank statement with black bars. Original showed account number and some payee details more visibly.,,1772695986
EFTA01595652,80,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=7.9%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01612483,0,partial_redaction,skype_log,high,"Skype chat between 'Sasha Burak (live:sashaburak0)' and Epstein (jeevacation), June 2019. Messages: 'Hi I'm Sasha, Dasha's sister,' 'Thanks a lot I'm so happy to live with girls,' 'I'll try to do my best.' Current version redacts Sasha Burak name, username, and 'Dasha's' from body text. The concerning messages about being 'happy to live with girls' and Instagram link to emmaellingsenn remain visible.",agent_batch_005,1772672472
EFTA01612941,3,name_redaction,phone_record,high,iMessage records page: original showed some sender names and email addresses visible; current version applies extensive black bar redactions across sender fields and participant identifiers.,,1772695986
EFTA01613019,2,partial_redaction,email,medium,Email chain about TOEFL studying and meeting in Paris. Original shows full names including Lola M and email addresses. Current version redacts some names and addresses. Content about svetlana helping with TOEFL scores and meeting in Paris/NY visible.,agent_batch_006,1772672472
EFTA01613044,0,partial_redaction,iMessage_thread,critical,"SIGNIFICANT: iMessage chat thread 2017/04/21 about 'Larry's HR person.' Discusses structuring employment contract, 'atypical contract,' lawyer named Gregg, wanting salary paid to NYU or MIT. Messages: 'Gregg (lawyer) supposedly very nice is calling me in 15 minutes says he had a meeting w Larry.' 'I will ask him if I can have a small salary and benefits but mostly pay to NYU or MIT.' Current: participant names blacked out, HR message body blacked out, 'Don't know what else to do' and 'Listen' preserved","imessage,employment_contract,larry,nyu_mit,gregg_lawyer,significant,partial_redaction",2026-03-04 18:44:55
EFTA01613064,4,name_redaction,other,medium,"Original shows Skype chat with ""MW"" initials visible in avatar circle; current version has black redaction covering the MW avatar initials in this biotech discussion chat about AMA foundation board meeting and teva neuro development.",,1772696995
EFTA01613198,2,full_page_blackout,Bill_Gates_memo,critical,"SIGNIFICANT: Internal memo about Bill Gates Alzheimer initiative. Writer describes being asked by 'Bill' to write recommendations, complains 'team of bose and jonah' did nothing and lied, Bill sent 7 ideas, hired McKinsey 2 weeks ago but they 'have no clue,' writer claims '15 years for bill.' COMPLETELY BLACKED OUT except timestamp 03:46:30 pm","bill_gates,alzheimer,mckinsey,internal_memo,full_blackout,significant",2026-03-04 18:38:13
EFTA01613230,5,name_redaction,email,medium,Current version redacts personal names and contact information in the email with black bars. Original showed visible names and details throughout.,,1772695986
EFTA01613387,6,name_redaction,email,medium,Current version redacts personal names and email addresses in the email thread with black bars. Original showed visible identities throughout the forwarded messages.,,1772695986
EFTA01613485,5,name_redaction,email,medium,Original showed sender name and email in From field; current version has black redaction bar over the From field sender identity.,,1772696995
EFTA01613491,1,name_redaction,email,medium,Email chain about Lauren Cheung/Manhattan Film Center and Patricia Casting; current version shows additional redactions on some names and contact details compared to original.,,1772713228
EFTA01613526,0,name_redaction,other,medium,Original shows Skype chat with DB user avatar showing initials in circle; current version has black redaction box covering the DB avatar initials/image in this Skype jeevacation chat about coming to Paris.,,1772696995
EFTA01613551,2,name_redaction,email,medium,Current version adds black redaction bars over names and email addresses in the email header and forwarded message chain. Personal identifiers newly redacted.,,1772713228
EFTA01613583,2,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=18.4%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA01616265,2,name_redaction,email,high,"WhatsApp/messaging conversation screenshots with Eva. Current version redacts names ""Glenn and Celina"" and ""Maya"" in chat bubbles, replacing with black boxes; three separate name redactions visible.",,1772696995
EFTA01616344,2,partial_redaction,telegram_chat,medium,"Telegram chat showing photo of people outdoors with kids (May 2019). Messages from 'Eva' about making kids happy, calling cell. Video attachment (IMG_8422.mov). Message 'Don't look at my neck or my wrinkly knees!' Orig shows a name reference in text message. Curr has name redacted and photo has expanded black bar over figures. Chat context remains.",agent_batch_004,1772672472
EFTA01616802,14,no_visible_change,other,none,"iMessage screenshot showing attachment info, news screenshots about Nice attack, and text messages; no visible differences between original and current.",,1772713228
EFTA01616829,14,minor_change,phone_screenshot,low,"Screenshot of phone showing email from Sofie Drummond (Accessories Director at 1 World Trade Center) about internships. Original and current nearly identical. Very minor rendering differences. Email about Circle Noir internships no longer available, inviting to visit.",agent_batch_006,1772672472
EFTA01618157,4,partial_redaction,whatsapp_chat,high,"WhatsApp/chat messages dated 2014/09/03-09/05 from contact 'Melz'. Original shows full messages: 'I just was named woman of the year for my work in Zimbabwe', 'Mostly health stuff...honorary mayor of Harare', 'Funny BC when you see my pitch Sunday it will make a ton of sense', 'Can't am w UN security council got brought in for emergency crisis stuff till Monday. No phones.' Current version has black bars over portions of messages removing context about Zimbabwe work, housing projects, and UN security council details. Contact name 'Melz' replaced with black squares.",agent_batch_001,1772672472
EFTA01618796,1,partial_redaction,email,medium,"Email thread from ellen_lara@hotmail.com to Jeffrey Epstein (Jan 2012). Discusses scheduling at 6:30, mentions 'I finlze my cartings'. Orig shows ellen_lara@hotmail.com clearly. Curr has some email redactions in the chain. Body text about scheduling remains. Contains Apple PLIST/DOCTYPE XML at bottom of page.",agent_batch_004,1772672472
EFTA01618821,0,name_redaction,other,high,"Original shows Skype chat with ""jelena markovic"" name and JM initials fully visible; current version has black redaction covering the user name label, initials circle, and sender name above the chat message.",,1772696995
EFTA01619343,0,name_redaction,other,medium,"Current version redacts the ""AM"" contact identifier name/label in the iMessage conversation screenshot with black bars. Original showed the contact name/identifier visibly in the iMessage thread with QR code event invitation.",,1772695986
EFTA01621272,0,partial_redaction,email (personal/property/trust),medium,"Email listing personal property and financial details including trust accounts, real estate, and Swiss law requirements. Original shows full names, property descriptions with percentages. Current version redacts names and some identifying details with black boxes while preserving financial structure references.",agent_batch_002,1772672472
EFTA01622461,6,name_redaction,other,medium,WhatsApp screenshots showing photo of cave sculpture and Vogue production email from Irene Gomez. Current version adds black box redactions over phone number/contact info at top that was previously visible.,,1772695399
EFTA01622545,2,partial_redaction,skype_chat,high,"Skype chat log discussing young women/models. Original shows full Skype picture-sharing URLs and user profile images. Current version has black redaction bars over all Skype image URLs (5 separate picture links redacted). Chat text about 23 year old, sister at IMG Australia, and wanting to speak with her remains visible. The redacted URLs could link to identifying images.",agent_batch_001,1772672472
EFTA01622550,3,name_redaction,email,medium,Current version redacts email addresses from the To field and Anastasiya Kopets sender info. The email discussing photos of a Russian woman and modeling has header email addresses newly redacted.,,1772695986
EFTA01622555,1,partial_redaction,email,medium,Email from Lesley Groff about NFL Punt Pass Kick Contest for Ty: current version reveals Lesley Groff name (was redacted in orig From field) but adds redaction bar over URL at bottom of page.,,1772695986
EFTA01623087,17,partial_redaction,email,low,Original and current appear very similar with existing redactions; minor differences in redaction bar positioning or rendering quality in the email thread.,,1772696995
EFTA01623482,2,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=6.0%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA01623511,2,mixed_changes,other,medium,"WhatsApp/LINE chat messages about phone customs in Barcelona. Current version redacts the phone number ""695044241 spanish"" with a black box, redacts the location ""barcelona"" in a message, and redacts ""Barcelona"" at the bottom. Also expanded redaction over the contact information in one message.",,1772695399
EFTA01623565,1,content_removal,chat_log,high,"Chat log from 'jeevacation' account with sexually explicit content. Epstein sends YouTube link and makes sexual comments ('good girl, thats the beginning, its not pee, its female ejaculate'). Original shows the YouTube URL as text. Current version has black redaction bar over the YouTube URL. Sexually explicit content from Epstein remains visible in both versions.",agent_batch_003,1772672472
EFTA01623721,2,name_redaction,email,medium,Current version adds redaction bars over personal names and email addresses in the forwarded message chain about mailbox keys for apartment 8A. Names like Merwin Dela Cruz and Stepanova are partially more redacted.,,1772713228
EFTA01623874,2,partial_redaction,telegram_chat,medium,Telegram chat between jeevacation and another party discussing school tuition payment of 1880-2000 EUR. Epstein offers to 'send 2k directly to the school.' Other party mentions paying through mother. Also contains YouTube link and '9th grade work' reference. Orig shows YouTube URL link fully visible. Curr has YouTube URL completely blacked out. Chat content about school payment remains.,agent_batch_004,1772672472
EFTA01625916,87,minor_change,search_warrant,low,"Federal search and seizure warrant for Southern District of New York. Both versions appear virtually identical showing the same warrant text, case number 1 OMAG 6581. Minor rendering differences only.",agent_batch_001,1772672472
EFTA01626018,7,name_redaction,court_filing,medium,"Current version redacts the name ""SARAH KELLEN"" from paragraph 2 of the search warrant ESI review section. Original showed full names of co-conspirators; current version partially redacts one instance.",,1772695986
EFTA01645970,87,partial_redaction,photo_page,high,Original showed desktop screenshot with photo and email content partially visible; current version has additional black redaction bars covering names/identifiers in the visible email text on the right side of the screen.,,1772696995
EFTA01648985,0,partial_redaction,FBI_internal_email,high,"FBI internal email chain — RE: Epstein - Urgent Request, July 15 2025. From Thayer Alissa Brittany (WT)(FBI) and Chacon Alexandra Margarita (NY)(FBI). CC: Thompson Thomas A (NY)(FBI), Warden Kristen M (NY)(FBI), MacDonald Megan M (WT)(FBI), Ochoa David Gabriel (WT)(FBI), Hess Marc Daniel (WT)(FBI), Johansons Jeffrey F (WF)(FBI), others with @ic.fbi.gov. Content: NYO received photos from SA MacDonald, thanks for unconditional support, apologize for urgency. CURRENT: ALL FBI agent names blacked out, only office codes (WT)(FBI)/(NY)(FBI) survive. Email addresses redacted. Government employees in official capacity — DOJ Protocol govt employee name redaction.","FBI,internal_email,agent_names_removed,govt_employee_redaction,urgent_request,photos,SIGNIFICANT",1772668477
EFTA01649006,0,name_redaction,email,medium,Black redaction bars applied over the sender name and email address in the email header. Original showed the sender information clearly.,,1772696995
EFTA01649419,0,name_redaction,email,medium,Email thread about Epstein victims involving Elizabeth Cronin (OVS). Original shows some names more visibly. Current version redacts some names in the email thread while the overall structure remains the same.,,1772695399
EFTA01649725,1,mixed_changes,email,medium,"Current version adds new redaction bars over the subject line (removing Ty Groff name), redacts Terri-Ann Adrian's name from From field, and extends black bars over portions of the email body text including the sentence about head cold. Lesley Groff name now visible in current where it was redacted in original.",,1772695986
EFTA01649732,0,partial_redaction,fbi_email,high,"FBI/OVS email chain (Sep 2019) from Angela Jackson (NY FBI) and Elizabeth Cronin (OVS) to John Watson (OVS General Counsel). Discusses Epstein victims and reaching out regarding a document. Watson's full contact at NYS Office of Victim Services (Alfred E. Smith State Office, Albany NY 12210). Orig shows full names and titles. Curr has name portions redacted but government titles and office addresses remain. Confidentiality notice unchanged.",agent_batch_004,1772672472
